Title,Series,Creator,ISBN,Language,Content access levels,Subscription
Crime and Punishment,,"Dostoyevsky, Fyodor",9781620116982,English,Young adult,Yes
Criminal,All Star High,"Chapman, Helen",9780857695345,English,Juvenile,No
Crispin: At the Edge of the World,Crispin,Avi,9781423140702,English,Juvenile,No
Crispin: The Cross of Lead (Newbery Medal Winner),Crispin,Avi,9781423140719,English,Juvenile,No
Cristiano Ronaldo,Soccer Stars,"Battista, Brianna",9781538348475,Spanish; Castilian,Juvenile,Yes
Critical Insights: The Grapes of Wrath,Critical Insights,"Newlin, Keith",9781587657160,English,Adult,No
Croc Capers: A Bindi Irwin Adventure,Bindi's Wildlife Adventures,"Irwin, Bindi",9781402273759,English,Juvenile,No
Cross My Heart,Cross My Heart,"Gould, Sasha",9780375985409,English,Adult,No
Cross My Heart and Hope to Spy,Gallagher Girls,"Carter, Ally",9781423132028,English,Young adult,No
Crossed,Matched Trilogy,"Condie, Ally",9781101545409,English,Young adult,No
The Crossover,Crossover,"Alexander, Kwame",9780544289598,English,Young adult,No
The Crossroads: A Haunted Mystery,Haunted Mystery,"Grabenstein, Chris",9780375849688,English,Juvenile,No
Crow,,"Wright, Barbara",9780375982705,English,Juvenile,No
Crow Boy,Veil of Magic,"Bush, Maureen",9781550504941,English,Juvenile,No
The Crown of Embers,Fire and Thorns,"Carson, Rae",9780062190086,English,Adult,No
Crown of Midnight,Throne of Glass,"Maas, Sarah J.",9781619630635,English,Young adult,No
The Cruel Prince (unabridged),Folk of the Air,"Black, Holly",9781478923749,English,Young adult,No
The Cruel Prince,Folk of the Air,"Black, Holly",9780316310284,English,Adult,No
Crunch,Click,"Miller, Kayla",9780063276468,English,Juvenile,No
Crush,Crave,"Wolff, Tracy",9781682815854,English,Young adult,No
Crushed: Crushed,Pretty Little Liars,"Shepard, Sara",9780062199737,English,Adult,No
"Crust & Spray: Gross Stuff in Your Eyes, Ears, Nose, and Throat",Gross Body Science,"Larsen, Christopher",9780761381099,English,Juvenile,No
Cuba 15,,"Osa, Nancy",9780307433268,English,Young adult,No
The Curiosities: A Collection of Stories,,"Yovanoff, Brenna",9781467700078,English,Young adult,No
The Curious Case of Benjamin Button: And Other Tales of the Jazz Age,,"Fitzgerald, F. Scott",9781620115497,English,Young adult,Yes
The Curious Incident of the Dog in the Night-Time: A Novel,,"Haddon, Mark",9781400079070,English,Adult,No
"The Curse of the Bologna Sandwich: Melvin Beederman, Superhero Series, Book 1","Melvin Beederman, Superhero","Trine, Greg",9781250104670,English,Juvenile,No
Curse of the Night Wolf: Curse of the Night Wolf,Barnaby Grimes,"Stewart, Paul",9780375891519,English,Juvenile,No
A Curse So Dark and Lonely,Cursebreakers,"Kemmerer, Brigid",9781681195094,English,Adult,No
Cursed,,"Armentrout, Jennifer",9781937053130,English,Young adult,No
"Curses, Inc. and Other Stories",,"Vande Velde, Vivian",9780547351902,English,Young adult,No
Curtsies & Conspiracies,Finishing School,"Carriger, Gail",9780316254717,English,Young adult,No
Cyrano de Bergerac: A Play in Five Acts,,"Rostand, Edmond",9781620123201,English,Young adult,Yes
Dachshunds Are the Best!,Best Dogs Ever,"Landau, Elaine",9780761359708,English,Juvenile,No
Daddy-Long-Legs,,"Webster, Jean",9781620124345,English,Young adult,Yes
Dairy Queen,Dairy Queen,"Murdock, Catherine Gilbert",9780547349183,English,Young adult,No
Damsel,,"Arnold, Elana K.",9780062742346,English,Adult,No
"Dance, Nana, Dance / Baila, Nana, baila: Cuban Folktales Retold in Spanish and English",,"Hayes, Joe",9781933693750,"English, Spanish; Castilian",Juvenile,No
Dance of Shadows,Dance of Shadows,"Black, Yelena",9781599909417,English,Young adult,No
Dancing Dinos Go to School,"Step Into Reading, Level 1","Lucas, Sally",9780307978875,English,Juvenile,No
Dancing Feet!,,"Craig, Lindsey",9780375985805,English,Juvenile,No
Dandelion Fire (100 Cupboards Book 2),100 Cupboards,"Wilson, N. D.",9780375892486,English,Juvenile,No
Danica Patrick,Amazing Athletes,"Savage, Jeff",9780761362425,English,Juvenile,No
Dare Me: A Novel (unabridged),,"Abbott, Megan",9781611134698,English,Adult,No
Daring Dogs: I Can Read Level 2,"I Can Read, Level 2: Guinness World Records","Meister, Cari",9780062341846,English,Juvenile,No
The Dark and Hollow Places,The Forest of Hands and Teeth,"Ryan, Carrie",9780375895593,English,Adult,No
Dark Day in the Deep Sea,Magic Tree House: Merlin Missions,"Pope Osborne, Mary",9780375894619,English,Juvenile,No
The Dark Descent of Elizabeth Frankenstein,,"White, Kiersten",9780525577959,English,Young adult,No
"Dark Flame: The Immortals Series, Book 4 (unabridged)",The Immortals,"Noël, Alyson",9781427209894,English,Adult,No
Dark Parties,,"Grant, Sara",9780316134217,English,Young adult,No
The Dark Prophecy (unabridged),Trials of Apollo,"Riordan, Rick",9781524735869,English,Juvenile,No
The Dark Prophecy,Trials of Apollo,"Riordan, Rick",9781368001014,English,Juvenile,No
The Dark Reunion: Dark Reunion (unabridged),The Vampire Diaries,"Smith, L. J.",9780061988271,English,Adult,No
The Dark Secret,Wings of Fire Graphic Novel,"Sutherland, Tui T.",9781338728545,English,Juvenile,No
Dark Sons,,"Grimes, Nikki",9780310408017,English,Young adult,No
Dark Star (unabridged),Dark Star,"Frenette, Bethany",9780062209207,English,Young adult,No
Dark Unwinding (unabridged),Dark Unwinding,"Cameron, Sharon",9781338241983,English,Young adult,No
Darke: Darke,Septimus Heap,"Sage, Angie",9780062084576,English,Young adult,No
A Darker Shade of Magic (unabridged),Shades of Magic,"Schwab, V. E.",9781494590758,English,Young adult,No
The Darkest Minds,The Darkest Minds,"Bracken, Alexandra",9781423179184,English,Adult,No
The Darkest Part of the Forest,,"Black, Holly",9780316213059,English,Adult,No
Darling the Curly Tailed Reindoe,Darling the Curly Tailed Reindoe,"Campbell, Cheryl",9781937084028,English,Juvenile,No
Darth Paper Strikes Back,Origami Yoda,"Angleberger, Tom",9781613122785,English,Juvenile,No
Dash & Lily's Book of Dares,Dash & Lily Series,"Cohn, Rachel",9780375896682,English,Adult,No
A Date with Darcy (unabridged),Bookish Boyfriends,"Schmidt, Tiffany",9781683354376,English,Young adult,No
Daughter of Smoke & Bone (unabridged),Daughter of Smoke & Bone,"Taylor, Laini",9781611139655,English,Adult,No
Daughter of Smoke & Bone,Daughter of Smoke & Bone,"Taylor, Laini",9780316192149,English,Adult,No
The Davenports,The Davenports,"Marquis, Krystal",9780593463352,English,Young adult,No
David Copperfield,,"Dickens, Charles",9781620116968,English,Young adult,Yes
Dawn of the Dreadfuls: Dawn of the Dreadfuls,Pride and Prejudice and Zombies,"Hockensmith, Steve",9781594744822,English,Adult,No
Dawn Patrol,,"Ross, Jeff",9781459800632,English,Young adult,No
Day 21,The 100,"Morgan, Kass",9780316234535,English,Adult,No
Day and Night,Discovering Nature's Cycles,"Nelson, Robin",,English,Juvenile,No
A Day in the Inca Empire,Ancient Civilizations,"Havemeyer, Janie",9798892134910,English,Juvenile,Yes
A Day No Pigs Would Die,A Day No Pigs Would Die,"Peck, Robert Newton",9780307574510,English,Adult,No
Day of the Dragon King,Magic Tree House,"Pope Osborne, Mary",9780375894718,English,Juvenile,No
The Day the Crayons Came Home,Crayons,"Daywalt, Drew",9780698182387,English,Juvenile,No
The Day the Towers Fell,,"Schwartz, Heather",9780743971188,English,Juvenile,Yes
Days of Blood & Starlight,Daughter of Smoke & Bone,"Taylor, Laini",9780316215404,English,Adult,No
Dazzle Ships: World War I and the Art of Confusion,,"Barton, Chris",9781512451108,English,Juvenile,No
De cómo las muchachas García perdieron el acento,,"Álvarez, Julia",9780307494771,Spanish; Castilian,Adult,No
De cómo Tía Lola vino (de visita) a quedarse,The Tia Lola Stories,"Alvarez, Julia",9780375988929,Spanish; Castilian,Juvenile,No
De la cera al crayón (From Wax to Crayon),¿De dónde viene?,"Toolen, Avery",9781636901589,Spanish; Castilian,Juvenile,Yes
The Dead and the Gone,The Last Survivors,"Pfeffer, Susan Beth",9780547422268,English,Young adult,No
Dead Beautiful,Dead Beautiful,"Woon, Yvonne",9781423146414,English,Young adult,No
"Dead End in Norvelt: Norvelt Series Series, Book 1 (unabridged)",Norvelt,"Gantos, Jack",9781427213570,English,Young adult,No
The Dead Gentleman,,"Cody, Matthew",9780375897801,English,Young adult,No
The Dead Girls Club: A Novel,,"Walters, Damien Angelica",9781643851648,English,Adult,No
The Dead Kid Detective Agency (unabridged),Dead Kid Detective Agency,"Munday, Evan",9781770909618,English,Young adult,Yes
Dead of Night (unabridged),The 39 Clues: Cahills vs. Vespers,"Lerangis, Peter",9781338241334,English,Juvenile,No
The Dead of Winter,,"Priestley, Chris",9781599908212,English,Young adult,No
Deadly: Deadly,Pretty Little Liars,"Shepard, Sara",9780062199768,English,Adult,No
The Deadly Dungeon,A to Z Mystery,"Roy, Ron",9780307519610,English,Juvenile,No
The Dead-Tossed Waves,The Forest of Hands and Teeth,"Ryan, Carrie",9780375895425,English,Adult,No
Dealing with Dragons: Dealing with Dragons (unabridged),The Enchanted Forest Chronicles,"Wrede, Patricia C.",9780739330661,English,Juvenile,No
Dear Dragon's Fun with Shapes,Dear Dragon,"Hillert, Margaret",9781603574105,English,Juvenile,No
Dear Evan Hansen: The Novel,,"Emmich, Val",9780316420228,English,Adult,No
Dear Martin,,"Stone, Nic",9781101939512,English,Young adult,No
Dear Nobody: The True Diary of Mary Rose,,"McCain, Gillian",9781402287602,English,Adult,No
Dear Teen Me: Authors Write Letters to Their Teen Selves,True Stories,"Kenneally, Miranda",9781936976447,English,Young adult,No
The Death Cure (unabridged),Maze Runner,"Dashner, James",9780307706980,English,Young adult,No
The Death Cure,Maze Runner,"Dashner, James",9780375896125,English,Young adult,No
Death Eaters: Meet Nature's Scavengers,,"Halls, Kelly Milner",9781541524736,English,Juvenile,No
The Death of Joan of Arc,The Secrets of the Immortal Nicholas Flamel,"Scott, Michael",9780375899928,English,Young adult,No
Death Troopers: Star Wars Legends,Star Wars: Red Harvest,"Schreiber, Joe",9780307796080,English,Young adult,No
Deathcaster,Shattered Realms,"Chima, Cinda Williams",9780062381057,English,Adult,No
Decked with Holly,,"Bates, Marni",9780758280015,English,Adult,No
The Deep End,Diary of a Wimpy Kid,"Kinney, Jeff",9781647001650,English,Juvenile,No
Deep Wizardry,Young Wizards,"Duane, Diane",9780547538662,English,Juvenile,No
Deep Zone,Football Genius,"Green, Tim",9780062093226,English,Juvenile,No
Defy Me,Shatter Me,"Mafi, Tahereh",9780062676412,English,Young adult,No
Del árbol al papel (From Tree to Paper),¿De dónde viene?,"Toolen, Avery",9781636901671,Spanish; Castilian,Juvenile,Yes
Delirium,Delirium,"Oliver, Lauren",9780062114037,English,Adult,No
"The Delish Kids (Super-Awesome, Crazy-Fun, Best-Ever) Cookbook: 100+ Amazing Recipes",,"Saltz, Joanna",9781950785445,English,Juvenile,No
The Demigod Files,Percy Jackson Companion Books,"Riordan, Rick",9781423132004,English,Juvenile,No
Demigods and Monsters: Your Favorite Authors on Rick Riordan's Percy Jackson and the Olympians Series,,"Riordan, Rick",9781937856373,English,Juvenile,No
The Demon Catchers of Milan,,"Beyer, Kat",9781606843154,English,Young adult,No
The Demon King,Seven Realms,"Chima, Cinda Williams",9781423136149,English,Young adult,No
The Demon's Lexicon (unabridged),The Demon's Lexicon Trilogy,"Brennan, Sarah Rees",9780743581998,English,Adult,No
The Deserter,Bone World,"Guilin, Peadar O.",9780375989360,English,Adult,No
Detective Camp: Detective Camp,A to Z Mystery: Super Edition,"Roy, Ron",9780307494818,English,Juvenile,No
Devil's Pass,Seven,"Brouwer, Sigmund",9781554699391,English,Juvenile,No
"The Devouring: The Devouring Series, Book 1",The Devouring,"Holt, Simon",9780316039963,English,Young adult,No
Diabolical,Tantalize,"Smith, Cynthia Leitich",9780763659639,English,Adult,No
The Diamond of Darkhold,Ember,"DuPrau, Jeanne",9780375892448,English,Juvenile,No
The Diamond Tree,,"Matson, Michael",9781452413457,English,Juvenile,No
"Diary of a Tokyo Teen: A Japanese-American Girl Travels to the Land of Trendy Fashion, High-Tech Toilets and Maid Cafes",,"Inzer,Christine Mari",9781462918768,English,Young adult,No
Diary of a Wimpy Kid,Diary of a Wimpy Kid,"Kinney, Jeff",9781613122433,English,Juvenile,No
Diary of a Witness,,"Ryan Hyde, Catherine",9780375853586,English,Young adult,No
The Diary of a Young Girl,,"Frank, Anne",9780307776204,English,Young adult,No
The Diary of a Young Girl,,"Frank, Anne",9789897785733,English,Young adult,No
Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,Diary of an Awesome Friendly Kid,"Kinney, Jeff",9781683357414,English,Juvenile,No
"The Diary of Melanie Martin: or How I Survived Matt the Brat, Michelangelo, and the Leaning Tower of Pizza",Melanie Martin,"Weston, Carol",9780307483805,English,Juvenile,No
Días festivos nacionales,Social Studies: Informational Text,"Jovin, Michelle",9780743916943,Spanish; Castilian,Juvenile,Yes
Dibs on This Chair,Big Nate Comics,"Peirce, Lincoln",9781449448332,English,Juvenile,No
Did I Mention I Love You?,DIMILY Series,"Maskame, Estelle",9781492632177,English,Adult,No
Did I Mention I Miss You?,DIMILY Series,"Maskame, Estelle",9781492632238,English,Adult,No
Did I Mention I Need You?,DIMILY Series,"Maskame, Estelle",9781492632207,English,Adult,No
Digital Citizenship: A Community-Based Approach,Corwin Connected Educators,"Bearden, Susan M.",9781483392646,English,Young adult,No
Digital Responsibility,Digital Wellness,"Spanier, Kristine, MLIS",9798892135795,English,Juvenile,Yes
Dinged (unabridged),,"Greenwald, Tommy",9798765054598,English,Young adult,Yes
Dingoes at Dinnertime,Magic Tree House,"Pope Osborne, Mary",9780375894770,English,Juvenile,No
Dinosaur Boy,Dinosaur Boy,"Oakes, Cory Putman",9781492605393,English,Juvenile,Yes
Dinosaur Boy Saves Mars,Dinosaur Boy,"Oakes, Cory Putman",9781492605423,English,Juvenile,Yes
Dinosaur Days,"Step Into Reading, Level 3","Milton, Joyce",9780307978707,English,Juvenile,No
The Dinosaur Museum,Amicus Readers: My Community (Level 1),"Macken, Jo Ann Early",9781607533092,English,Juvenile,No
Dinosaurs: A Nonfiction Companion to Magic Tree House #1: Dinosaurs Before Dark,Magic Tree House Fact Tracker,"Pope Osborne, Mary",9780307975089,English,Juvenile,No
Dinosaurs Before Dark,Magic Tree House,"Pope Osborne, Mary",9780375894183,English,Juvenile,No
Dinosaurs Have Manners: Digital Citizenship,Computer Science for the Real World,"Gould, Sloane",9781538350829,English,Juvenile,No
Diper Överlöde,Diary of a Wimpy Kid,"Kinney, Jeff",9781647008710,English,Juvenile,No
Dirt Bikes,Cool Rides,"David, Jack",9781612114101,English,Juvenile,No
The Dirt Diary,Dirt Diary,"Staniszewski, Anna",9781402286384,English,Young adult,Yes
"The Dirt Eaters: Longlight Legacy Series, Book 1",Longlight Legacy,"Foon, Dennis",9781554515066,English,Young adult,No
Dirty Little Secrets,,"Omololu, C. J.",9780802722546,English,Young adult,No
Dirty Magic,,"Hughes, Carol",9780375849190,English,Juvenile,No
A Disappearance in Magicland,The Code Busters Club,"Warner, Penny",9798765612071,English,Juvenile,Yes
Disappearing Desmond,,"Alter, Anna",9780307982568,English,Juvenile,No
Disaster Trail,,"Grant, Katy",9781978596900,English,Young adult,Yes
Discover Baby Animals: Level 2 Reader,"Discover Reading, Level 2",Xist Publishing,9781623952709,English,Juvenile,Yes
Discover Manga Drawing: 30 Basic Lessons for Drawing Guys and Girls,,"Galea, Mario",9781600613821,English,Young adult,No
Disgusting Jobs,That's Disgusting!,"Mattern, Joanne",9781645193210,English,Juvenile,Yes
The Distance Between Us,,"West, Kasie",9780062235664,English,Young adult,No
Diva (unabridged),The Flappers,"Larkin, Jillian",9780307747198,English,Adult,No
Divergent (unabridged),Divergent Trilogy,"Roth, Veronica",9780062067593,English,Young adult,No
Divergent,Divergent Trilogy,"Roth, Veronica",9780062077011,English,Young adult,No
The Divergent Series Complete Collection,Divergent Trilogy,"Roth, Veronica",9780062292797,English,Young adult,No
Divine Rivals (unabridged),Letters of Enchantment,"Ross, Rebecca",9781250883575,English,Young adult,No
Divine Rivals: A Novel,Letters of Enchantment,"Ross, Rebecca",9781250857446,English,Young adult,No
The Diviners,The Diviners,"Bray, Libba",9780316214643,English,Adult,No
Division Flashcards: Division Facts with Critters,Learning Essentials Math & Reading Flashcard,"Stanek, William Robert",9781575452807,English,Juvenile,No
Do Not Bring Your Dragon to the Library,,"Elkerton, Andy",9781479591763,English,Juvenile,No
Do People Really Have Tiny Insects Living in Their Eyelashes?: And Other Questions about the Microscopic World,Is That a Fact?,"Stewart, Melissa",,English,Juvenile,No
Do You: Baller Swag,Lockwood Lions,"Moore, Stephanie Perry",9781612476360,English,Young adult,No
